fcn_no,effective_date,effective_year,substance,manufacturer
107,"Nov 22, 2000",2000,Polyethylene glycol (CAS Reg. No. 25322-68-3).,"Global Polyacetal Co., Ltd. and its affiliates"
106,"Dec 27, 2000",2000,"Styrene/ butadiene/ acrylonitrile copolymers (SBAN) (CAS Reg. No., exclusive of minor monomers, is 9003-56-9), copolymerized with not more than 10 percent of one or more of the monomers of acrylic acid, fumaric acid, 2-hydroxyethyl acrylate, itaconic acid and methacrylic acid, manufactured according to the method described in this notification.","The Dow Chemical Company, Trinseo LLC and Styron Holding B.V."
105,"Feb 3, 2001",2001,Sodium acrylate/styrene sulfonate copolymer.,Nalco Chemical Company
104,"Feb 27, 2001",2001,"Hydroxymethyl-5,5-dimethylhydantoin (DMDMH) (CAS Reg. No. 27636-82-4), mixture with 1,3-bis(hydroxymethyl)-5,5-dimethylhydantoin (MMDMH) (CAS Reg. No. 6440-58-0).","Arxada, LLC"
103,"Feb 21, 2001",2001,"Copolymers produced by the polymerization of 6-hydroxy-2-naphthoic acid with one or more of the following monomers: 4-hydroxybenzoic acid; 4,4'-biphenol; N-(4-hydroxyphenyl)acetamide; terephthalic acid; resorcinol; and isophthalic acid such that a minimum of 55 percent of the polymer units are derived from 6-hydroxy-2-naphthoic acid alone or in combination with 4-hydroxybenzoic acid, not more than 25 percent of the polymer units are derived individually from 4,4'-biphenol, N-(4-hydroxyphenyl)acetamide and terephthalic acid, and not more than 15 percent of the polymer units are derived individually from resorcinol and isophthalic acid. The copolymers should be manufactured and characterized as described in the notification.",Ticona
102,"Feb 27, 2001",2001,"Phenol, 2-(1,1-dimethylethyl)-6-methyl-4-(3-((2,4,8,10-tetrakis(1,1-dimethylethyl)dibenzo(d,f)(1,3,2)dioxaphosphepin-6-yl)oxy)propyl)- (CAS Reg. No. 203255-81-6).","Sumitomo Chemical Company, Ltd."
101,"Dec 19, 2000",2000,"Perfluorocarbon cured elastomers produced by polymerizing perfluoro(methyl vinyl ether) (CAS Reg. No. 1187-93-5) with tetrafluoroethylene (CAS Reg. No. 116-14-3) and perfluoro(8-cyano-5-methyl-3,6-dioxa-1-octene) (CAS Reg. No. 69804-19-9), followed by curing with trimethylallyl isocyanurate (CAS Reg. No. 6291-95-8) and/or triallyl isocyanurate (CAS Reg. No. 1025-15-6), and with 2,5-dimethyl-2,5-di(t-butylperoxy)hexane (CAS Reg. No. 78-63-7) and as further described in this notification.","Dupont Specialty Products USA, LLC"
100,"Dec 15, 2000",2000,"Polyvinyl alcohol (CAS Reg. No. 9002-89-5), manufactured as described in the FCN.","Agway, Inc."
99,"Dec 9, 2000",2000,"Hydroxymethyl-5,5-dimethylhydantoin (MMDMH)(CAS Reg. No. 27636-82-4), mixture with 1,3-bis(hydroxymethyl)-5,5-dimethylhydantoin (DMDMH) (CAS Reg. No. 6440-58-0).","Arxada, LLC"
98,"Dec 8, 2000",2000,"2-Propenoic acid, 2-methyl, monoester with 1,2-propanediol, polymer with methyl 2-propenoate, 2-propenoic acid and sodium 2-propenoate (CAS Reg. No. 117675-55-5), manufactured and characterized as described in the notification.","Technical Absorbents, Inc."
97,"Nov 23, 2000",2000,Polyethylene glycol (400) monooleate (CAS Reg. No. 9004-96-0).,"Veolia WTS USA, Inc."
96,"Nov 22, 2000",2000,"Polyoxymethylene copolymer (CAS Reg. No. 24969-26-4) produced from the reaction of trioxane (cyclic trimer of formaldehyde) and 1,3-dioxolane.","Global Polyacetal Co., Ltd. and its affiliates"
93,"Nov 7, 2000",2000,Vinyl neodecanoate (CAS Reg. No. 51000-52-3).,Hexion Inc.
92,"Oct 25, 2000",2000,Trimethylolpropane (CAS Reg. No. 77-99-6).,LANXESS Corporation and Polioli s.p.a.
91,"Aug 17, 2000",2000,Epoxy resin coatings otherwise complying with 21 CFR 175.300(b)(3)(viii) that also contain 1-(2-aminoethyl) piperazine as a crosslinking component (CAS Reg. No. 140-31-8).,"Belzona, Inc."
90,"Aug 17, 2000",2000,"Epoxy resin coatings otherwise complying with 21 CFR 175.300(b)(3)(viii) that also contain 9,10-anthracenedione, 1-hydroxy-4-((4-methylphenyl)amino)- (C.I. Solvent Violet 13) as a pigment (CAS Reg. No. 81-48-1).","Belzona, Inc."
89,"Oct 12, 2000",2000,"Polyethylene glycol mono-isotridecyl ether sulfate, sodium salt (CAS Reg. No. 150413-26-6).",CONDEA Servo
88,"Oct 17, 2000",2000,Terephthaloyl dichloride (CAS Reg. No. 100-20-9).,Huntsman Polyurethanes
87,"Oct 7, 2000",2000,"1,4-cyclohexanedimethanol",Eastman Chemical Company
85,"Oct 5, 2000",2000,"Polyethylene terephthalate copolyesters (diethylene glycol-isophthalate modified) prepared by the condensation of dimethyl terephthalate or terephthalic acid and ethylene glycol with one or more of the following: dimethyl isophthalate, isophthalic acid, and diethylene glycol. The finished polymer shall contain a total of not more than 10 mole-percent of diethylene glycol and isophthalate units, with the diethylene glycol content expressed as a mole-percent of the total glycol units and the isophthalate content expressed as a mole-percent of the total isophthalate/terephthalate units.","Far Eastern New Century Corporation APG Polytech LLC Eastman Chemical Company E.I. Du Pont de Nemours & Co. DuPont Polyester Enterprise and DuPont Teijin Films Wellman, Inc. Indorama Ventures USA Inc. and its stewarded affiliates around the world. Corpus Christi Polymers, LLC"
84,"Oct 3, 2000",2000,"Color Index (C.I.) Pigment Yellow 212 Chemical Name: Benzoic acid, 2-((4,5-dihydro -3-methyl -5-oxo -1-(3-sulfophenyl)-1H-pyrazol-4-yl)azo)-,strontium salt (1:1) (CAS Reg. No. 250640-73-4).",Colors and Effects USA LLC
83,"Sep 23, 2000",2000,"Poly(oxy(1,1'-biphenyl)-4,4'-diyloxy-1,4-phenylenesulfonyl-1,4-phenylene) (CAS Reg. No. 25839-81-0).","Syensqo Specialty Polymers USA, LLC"
80,"Sep 20, 2000",2000,"2,6-di-tert-butyl-4-sec-butylphenol (CAS Reg. No. 17540-75-9).","Schenectady International, Inc."
79,"Sep 2, 2000",2000,"High silicon iron. The formulation is as follows: Component Percent by Weight Grade 1: Cr (0.5 max), Mo (0.5 max), Cu (0.5 max), Si (14.2-14.75), Mn (1.5 max), C (0.7-1.1), Fe (balance). Component Percent by Weight Grade 2: Cr (3.25 - 5.0), Mo (0.4 - 0.6), Cu (0.5 max), Si (14.2-14.75), Mn (1.5 max), C (0.75-1.15), Fe (balance).",Flowserve Corporation
78,"Aug 31, 2000",2000,"Sebacic acid (1,8-octanedicarboxylic acid, as a component of lubricants that otherwise comply with 21 CFR 178.3570 (CAS Reg. No. 111-20-6).",Lubrizol Corporation
76,"Aug 24, 2000",2000,"A modified, branched poly dimethyl hydrogen methylsiloxane (containing small amounts of trivinyl cyclohexane, CAS Reg. No. 2855-27-8), synthesized as described in the notification, from trivinylcyclohexane and sigma, omega' -dihydropolydimethyl siloxane with platinum catalysis followed by reaction with polyhydrogen methyl dimethylsiloxane.",Wacker Silicones/ Wacker Chemie GmbH
75,"Aug 22, 2000",2000,"Ethylene-2-norbornene copolymer (CAS Reg. No. 26007-43-2). The CAS nomenclature is bicyclo{2.2.1} hept-2-ene, polymer with ethene.","TOPAS Advanced Polymers, GmbH Daicel HPP USA, Inc., and Daicel Corporation"
74,"Aug 16, 2000",2000,"Completely hydrolyzed tetra-polymer of divinyl benzene, ethyl vinyl benzene, acrylonitrile, and 1,7-octadiene as an ion exchange resin. (CAS Reg. No. 130353-60-5).",LANXESS Corporation
73,"Aug 17, 2000",2000,Epoxy resin coatings otherwise complying with 21 CFR 175.300(b)(3)(viii) that also contain polyoxypropylenediamine (CAS Reg. No. 9046-10-0) as a cross linking component.,"Belzona, Inc."
72,"Aug 10, 2000",2000,Ethylene terephthalate-isophthalate copolymers.,Indorama Ventures USA Inc. and its stewarded affiliates around the world.
71,"Jul 28, 2000",2000,"Partially hydrolyzed (40-50%) polyvinyl alcohol, modified with up to 2 percent by weight crotonic acid (i.e. a terpolymer of vinyl acetate, vinyl alcohol and crotonic acid).",Synthomer (UK) Ltd.
70,"Jul 14, 2000",2000,Carbon monoxide-ethylene copolymer (CAS Reg. No. 111190-67-1); and Carbon monoxide - ethylene -propylene terpolymer (CAS Reg. No. 88995-51-1) containing no more than 8 mole-percent of propylene.,Shell Chemical Company
69,"Jul 13, 2000",2000,"(1) Styrene -butadiene -methacrylic acid terpolymer (CAS Reg. No. 9010-93-9), (2) 1,2-benzisothiazolin-3-one (CAS Reg. No. 2634-33-5), and (3) sulfosuccinic acid 4-ester with polyethylene glycol dodecyl ether, disodium salt (CAS Reg. No. 39354-45-5).",Henkel Corporation
68,"Jul 27, 2000",2000,"Butene-1, polymer with propylene (CAS Reg. No. 29160-13-2), containing more than 15 but not greater than 35 weight percent of polymer units derived from butene-1.",Mitsui Chemicals Inc.
67,"Aug 2, 2000",2000,"3,6,9-triethyl -3,6,9-trimethyl -1,2,4,5,7,8-hexoxonane (CAS Reg. No. 24748-23-0) .",Nouryon Functional Chemicals LLC
64,"Jul 27, 2000",2000,Diallyldimethylammonium chloride polymer with acrylamide (CAS Reg. No. 26590-05-6). The copolymers are produced by copolymerizing diallyldimethylammonium chloride with acrylamide in weight ratios ranging from 85/15 to up to but not including 50/50 diallyldimethylammonium chloride/acrylamide.,Nalco Chemical Company
63,"Jul 22, 2000",2000,"Styrene block polymers with 2-methyl-1,3-butadiene and 1,3-butadiene, hydrogenated (CAS Reg. No.132778-07-5) in food contact applications.","Kuraray America, Inc., Kuraray Co., Ltd., Kuraray Europe, GmbH, and SEPTON Company of America"
62,"Jul 19, 2000",2000,"Amorphous hydrogenated carbon coating produced from acetylene as the carbon source in a microwave plasma. The coating is formed at reduced pressure with 0.1 mbar acetylene using microwave energy, followed by an air rinse.",Sidel S.A. (ACTIS Technology)
60,"Jul 15, 2000",2000,"GENOX TM EP, chemically identified as amines, bis(hydrogenated rape-oil alkyl)methyl, N-oxides (CAS Reg. No. 204933-93-7).",Addivant
58,"Jun 29, 2000",2000,"2,2'-Methylenebis(4,6-di-tert-butylphenyl) 2-ethylhexyl phosphite (CAS Reg. No. 126050-54-2).",Asahi Denka Kogyo K.K.
57,"Aug 24, 2000",2000,Aromatic modified aliphatic hydrocarbon resin. The FCS is also known as aromatic modified petroleum hydrocarbon resin. (CAS Reg. No. 68527-25-3).,ExxonMobil Product Solutions Company
56,"Aug 24, 2000",2000,"Petroleum hydrocarbon resins (cyclopentadiene-type), hydrogenated (CAS Reg. Name Naptha (petroleum), light steam-cracked, debenzenized, polymers, hydrogenated (CAS Reg. No. 68132-00-3).",ExxonMobil Product Solutions Company
55,"Jul 13, 2000",2000,"Ion exchange resin which is a terpolymer of styrene, divinyl benzene and ethylvinyl benzene, aminomethylated, then quarternized with methyl chloride (CAS Reg. No. 113114-05-9).",LANXESS Corporation
54,"Jun 24, 2000",2000,Alpha -sulfo -ω-(dodecyloxy)poly(oxyethylene) sodium salt (CAS Reg. No. 9004-82-4).,"BASF Corporation, BASF SE, and Kensing, LLC"
53,"Jun 15, 2000",2000,"The substance is a mixture consisting of 63-72% oxidized bis(hydrogenated tallow alkyl)amines (CAS Reg. No. 143925-92-2), 12-15% bis(hydrogenated tallow alkyl)amines, 4-8% (hydrogenated tallow alkyl)nitrones, and 5-12% (hydrogenated tallow alkyl)oximes.",BASF Corporation
52,"Aug 2, 2000",2000,"A high density agarose resin, crosslinked and alkylated with epichlorohydrin, followed by chemical binding of benzylamine. The agarose resin would be in the form of beads with a particle size of 100 to 300 um for not less than 90% of the particles.",UpFront Chromatography A/S
51,,,REPLACED BY FCN 232,
49,"Jun 9, 2000",2000,Nylon 6 polymers produced using benzoic acid as a blocking agent.,Unitika Ltd.
48,"Jun 4, 2000",2000,Poly(ethylene-methyl acrylate-cyclohexenylmethyl acrylate) (CAS Reg. No. 223503-47-7).,"Cryovac, Inc."
47,"Jun 9, 2000",2000,"Zeolite A in which silver, zinc and ammonium ions have been exchanged for sodium ions. The silver content of the modified zeolite shall not exceed 2.5 percent by weight.","Sinanen Zeomic Company, Ltd."
46,"Jun 12, 2000",2000,Salicylamide (CAS Reg. No. 65-45-2),Lubrizol Corporation
45,"Jun 10, 2000",2000,"Two quaternary amine (QAE) cellulose ion exchange resins (IXRs): (1) high substitution QAE cellulose IXR (1.5-2.5 milliequivalents quaternary ammonium per dry g of resin); and (2) high protein capacity QAE cellulose IXR (1.0-1.5 milliequivalents quaternary ammonium per dry g resin). Both IXRs consist of a base matrix of regenerated cellulose, cross-linked and alkylated with epichlorohydrin and propylene oxide. Dimethyl hydroxyethyl ammonium groups are added to the polymer to provide binding sites.","Life Technologies, Inc."
44,"Jun 6, 2000",2000,"Hexanedioic acid polymer with 1,3-benzenedimethanamine meeting the specifications in 21 CFR 177.1500(b) item 10.2, when tested by the methods given in 21 CFR 177.1500(c) (CAS Reg. No. 25718-70-1).","Toyobo Co., Ltd."
43,"Jun 7, 2000",2000,"Nickel-iron alloy. Its composition is as follows: Ni (80-83 percent by weight), S (0-0.005 % by weight), C (0-0.005% by weight), Mo (1-3% by weight), Fe (14-19% by weight).",Ametek Specialty
42,"Jun 10, 2000",2000,"A grafted copolymer of cross-linked sodium polyacrylate identified as 2-propenoic acid, polymers with N,N-di-2 propenyl-2-propen-1-amine and hydrolyzed polyvinyl acetate, sodium salts, graft (CAS Reg. No. 166164-74-5)",Evonik Corporation
41,"Jun 7, 2000",2000,"Silicone acrylate resins produced by the addition of ω-hydroxyalkenes and/or propenyloxy-2,3-dihydroxypropane, mono- or diester with acrylic acid, acetic acid, or other saturated monocarboxylic acid, to dimethyl polysiloxane, methylhydrogen polysiloxane, or dimethyl-methylhydrogen polysiloxane. The cured resins may include substances permitted for use by regulation in 21 CFR 170-189, substances generally recognized as safe, substances used in accordance with prior sanction approval, and the following substances as photoinitiators: 2-hydroxy-2-methyl-1-phenyl-1-propanone (CAS Reg. No. 7473-98-5) and/or oligomeric -2-hydroxy-2-methyl-1-[4-(1-methylvinyl)phenyl]-1-propanone (CAS Reg. No. 163702-01-0). The total photoinitiator levels shall not exceed 3 percent by weight of silicone acrylate resin in coatings.",Evonik Corporation
40,"Jun 28, 2000",2000,Polyphenylene sulfide polymers (CAS Reg. No. 25212-74-2 or 26125-40-6),Ticona
39,"Jul 22, 2000",2000,"1,2-Bis(3,5-di-tert-butyl-4-hydroxyhydrocinnamoyl)hydrazine (CAS Reg. No. 32687-78-8).",BASF Corporation
38,"Jun 3, 2000",2000,n-Octyl phosphonic acid (NOPA)-modified titanium dioxide (produced by chemically reacting NOPA (CAS Reg. No. 4724-48-5) with titanium dioxide to achieve a treatment level of 0.85 percent by weight of NOPA on the pigment).,Huntsman Tioxide
37,"Jun 3, 2000",2000,"Dimethylolbutanoic acid, (CAS Name: butanoic acid, 2,2-bis(hydroxymethyl)-,) (CAS Reg. No. 10097-02-6)","Perstorp Polyols, Inc."
36,"Jun 4, 2000",2000,Gum rosin (CAS Reg. No. 8050-09-7),Resinall Corporation
35,"Jun 9, 2000",2000,Dimethyl dicarbonate,LANXESS Corporation
34,"May 21, 2000",2000,Nylon 6/12 resins manufactured by the copolymerization of at least 80 weight percent of epsilon-caprolactam and no more than 20 weight percent of ω-aminododecanoic acid. (CAS Reg. No. 25191-04-2),"UBE Industries, Ltd."
33,"May 18, 2000",2000,"Silica, ((ethenyldimethylsilyl)oxy)- and ((trimethylsilyl)oxy)-modified (CAS Reg. No. 68988-89-6)","Dow Silicones Corporation DDP Specialty Electronic Materials US 9, LLC"
32,"May 14, 2000",2000,"α-(dinonylphenyl)-ω-hydroxypoly(oxy-1,2-ethanediyl) containing not more than 21 moles of ethylene oxide per mole of dinonylphenyl (CAS Reg. No. 9014-93-1)",BASF Corporation
31,"May 11, 2000",2000,"Fluorescein, disodium salt or dipotassium salt (CAS Reg. No. 518-47-8) and (CAS Reg. No. 6417-85-2)",Nalco Chemical Co.
30,"Apr 11, 2000",2000,Copolymer of the sodium salt of acrylic acid with polyethyleneglycol allyl ether (CAS Reg. No. 137898-98-7),"Veolia WTS USA, Inc."
29,"Apr 19, 2000",2000,"Tridecanol phosphite condensation product with butylidenebis(2-(1,1-dimethylethyl)-5-methyl-4,1-phenylene) (CAS Reg. No. 13003-12-8)",Asahi Denka Kogyo K.K.
28,"May 3, 2000",2000,"Hydrogenated styrene-butadiene block copolymers modified with maleic anhydride such that the basic polymers are composed of : 18 to 40 percent by weight of units derived from styrene, 58 to 80 percent by weight of units derived from hydrogenated 1,3-butadiene and 0.1 to 2 percent by weight of units derived from maleic anhydride.",Asahi Kasei Corporation
27,"May 2, 2000",2000,"C.I. Pigment Orange 79 (Benzoic acid, 4-((2-hydroxy- 6-sulfo-1-naphthalenyl)azo)-, strontium salt (2:1))",Colors and Effects USA LLC
26,"Apr 8, 2000",2000,"A solid solution of 2-naphthalenesulfonic acid, 5-(((5-chloro -4-methyl-2- sulfophenyl) azo) -6-hydroxy)-, strontium salt (1:1) and 2-naphthalenesulfonic acid, 5-((4-chloro -5-ethyl -2-sulfophenyl) azo) -6-hydroxy)-, strontium salt(1:1) (C.I. Pigment Red 276)",Colors and Effects USA LLC
25,"Apr 8, 2000",2000,"1-Naphthalenesulfonic acid, 2-((4,5-dihydro-3-methyl-5-oxo-1-(3-sulfophenyl)-1H-pyrazol-4-yl) azo)-, calcium and/or strontium salt (1:1)(C.I. Pigment Yellow 209 and C.I. Pigment Yellow 209:1)",Colors and Effects USA LLC
24,"May 13, 2000",2000,"Tin-based alloy, ASTM B23-49 Grade 1, for filling bearings made from extruded or molded carbon and graphite, which has the following composition: Tin (Balance); Antimony (4.0-5.0%); Copper (4.0-5.0%); Lead (0.004% maximum); Iron (0.05% maximum); Aluminum (0.005% maximum); Zinc (0.005% maximum); Arsenic (0.005% maximum); Bismuth (0.005% maximum); Total other elements (<0.005% maximum).",Grant Manufacturing and Alloying Inc.
23,"Apr 8, 2000",2000,"C.I. Pigment Red 277, a solid solution of 1-naphthalenesulfonic acid, 2-((2-hydroxy-6 -sulfo-1-naphthalenyl)azo)-, stronium salt (1:1) (CAS Reg. No. 250639-69-1) and 2-naphthalenesulfonic acid, 5-((4-chloro-5-ethyl-2-sulfophenyl) azo)-6-hydroxy-, strontium salt (1:1) (CAS Reg. No. 197566-90-8)",Colors and Effects USA LLC
22,"Apr 8, 2000",2000,"Phosphorous acid, cyclic neopentanetetraylbis(2,6-di-tert-butyl-4-methylphenyl) ester (CAS Reg. No. 80693-00-1)",Adeka Corporation
21,"Apr 7, 2000",2000,"2,2'-Methylenebis(4,6-di-tert-butylphenyl) 2-ethylhexyl phosphite (CAS Reg. No. 126050-54-2)",Asahi Denka Kogyo K.K.
20,"Apr 7, 2000",2000,"2,2'-Methylenebis(4,6-di-tert-butylphenyl) 2-ethylhexyl phosphite (CAS Reg. No. 126050-54-2)",Asahi Denka Kogyo K.K.
19,"Mar 31, 2000",2000,"Piperylene / 2-methyl-2-butene / α-methylstyrene terpolymers (Benzene, (1-methylethenyl)-, polymers with 2-methyl-2-butene and 1,3-pentadiene) (CAS Reg. No. 62258-49-5)","Total Petrochemicals & Refining USA, Inc."
18,"Apr 7, 2000",2000,Sodium acrylate/styrene sulfonate copolymer,Nalco Chemical Company
17,"Mar 30, 2000",2000,"A perfluorocarbon-cured elastomer (PCE) produced by terpolymerizing tetrafluoroethylene (CAS Reg. No. 116-14-3), perfluoro(2,5-dimethyl-3,6-dioxanone vinyl ether) (CAS Reg. No. 2599-84-0) and perfluoro (6,6-dihydro-6-iodo-3-oxa-1-hexene) (CAS Reg. No. 106108-22-9) and subsequent curing of the terpolymer (CAS Reg. No. 106108-23-0) by crosslinking with triallylcyanurate (CAS Reg. No. 101-37-1) and vulcanizing with 2,5-dimethyl-2,5-di(t-butylperoxy)hexane (CAS Reg. No. 78-63-7), as a 68% dispersion on finely divided silica","Greene, Tweed and Company, Inc."
16,"Apr 4, 2000",2000,"Cemented carbide formulated as follows: Tungsten Carbide(WC) - 95%, Carbides of titanium, tantalum and niobium - 5%, Cobalt(Co) - 0.5%-1%",Hyperion Materials & Technologies
15,"Apr 1, 2000",2000,"Benzenesulfonic acid, 2,2'-(1,2-ethenediyl)bis(5-((4-(bis(2-hydroxyethyl)amino)-6-((4-sulfophenyl)amino)-1,3,5-triazin-2-yl)amino)-, tetrasodium salt (CAS Reg. No. 16470-24-9)","Indulor Leverkusen GmbH & Co. KG BASF Corporation Archroma U.S., Inc."
14,"Mar 23, 2000",2000,"Dimethyl 2,6-naphthalenedicarboxylate or 2,6-naphthalenedicarboxylic acid",Indorama Ventures Xylenes & PTA LLC
13,"Mar 23, 2000",2000,"Dimethyl 2,6-naphthalenedicarboxylate or 2,6-naphthalenedicarboxylic acid",Indorama Ventures Xylenes & PTA LLC
12,"Mar 31, 2000",2000,"Industrial starch modified by treatment with greater than 5% and not more than 21% by weight 2,3-epoxypropyl trimethylammonium chloride (CAS Reg. No. 3033-77-0)",Lyckeby Starkelsen Industrial Starches AB
